OrderID,OrderDate,Region,Category,Product,Quantity,UnitPrice,DiscountPct,Revenue,Cost,Profit,PaymentMethod,CustomerID
ORD100093,2025-03-25,East,Electronics,Headphones,10,55977.16,15,475805.86,314202.41,161603.45,Credit Card,CUST2015
ORD100094,2025-01-08,South,Home & Kitchen,Cookware Set,1,1999.42,25,1499.56,1288.0,211.56,Credit Card,CUST1062
ORD100095,2024-08-04,Central,Home & Kitchen,Bedsheet Set,6,3342.28,10,18048.31,11347.94,6700.37,UPI,CUST3152
ORD100096,2024-04-08,South,Apparel,Jeans,1,202.64,0,202.64,146.49,56.15,COD,CUST2668
ORD100097,2025-03-12,East,Electronics,Laptop,7,46185.45,20,258638.52,246486.34,12152.18,COD,CUST2168
ORD100098,2024-03-25,South,Apparel,Jacket,9,647.26,25,4369.0,4086.73,282.27,Credit Card,CUST2469
ORD100099,2025-03-24,West,Beauty,Face Wash,1,3064.45,0,3064.45,1891.28,1173.17,UPI,CUST2574
ORD100100,2024-06-02,East,Apparel,Sneakers,10,2153.18,15,18302.03,14642.5,3659.53,Net Banking,CUST1267
ORD100101,2024-02-23,North,Apparel,Jeans,5,490.37,15,2084.07,1710.14,373.93,UPI,CUST2252
ORD100102,2025-07-31,East,Beauty,Lipstick,11,969.91,0,10669.01,5906.75,4762.26,Credit Card,CUST2329
ORD100103,2024-04-07,Central,Home & Kitchen,Air Fryer,2,1660.14,5,3154.27,2576.67,577.6,COD,CUST2331
ORD100104,2024-09-05,North,Sports,Dumbbells,6,1886.01,20,9052.85,7066.76,1986.09,Credit Card,CUST3128
ORD100105,2024-05-12,Central,Home & Kitchen,Cookware Set,4,1918.49,15,6522.87,5695.84,827.03,Net Banking,CUST2875
ORD100106,2024-03-09,Central,Electronics,Smartphone,2,37324.18,0,74648.36,44959.42,29688.94,COD,CUST1042
ORD100107,2024-04-20,West,Home & Kitchen,Air Fryer,9,1921.46,10,15563.83,11241.84,4321.99,Debit Card,CUST2935
ORD100108,2025-06-03,West,Sports,Cricket Bat,4,850.24,0,3400.96,2633.01,767.95,Debit Card,CUST1666
ORD100109,2024-04-02,North,Apparel,Jacket,2,2467.45,0,4934.9,3728.06,1206.84,COD,CUST2489
ORD100110,2025-08-26,Central,Electronics,Tablet,10,10785.23,0,107852.3,62571.48,45280.82,UPI,CUST3280
ORD100111,2025-06-07,North,Home & Kitchen,Bedsheet Set,10,3592.74,0,35927.4,22724.97,13202.43,Net Banking,CUST3296
ORD100112,2024-02-16,North,Sports,Dumbbells,9,2797.97,5,23922.64,14838.19,9084.45,Net Banking,CUST1047
ORD100113,2025-07-26,West,Sports,Dumbbells,1,1215.98,15,1033.58,896.26,137.32,Net Banking,CUST2276
ORD100114,2025-11-22,Central,Beauty,Lipstick,8,2015.41,10,14510.95,10354.83,4156.12,UPI,CUST1364
ORD100115,2025-10-27,West,Apparel,Sneakers,11,1121.88,10,11106.61,9549.24,1557.37,UPI,CUST3410
ORD100116,2025-05-22,West,Sports,Dumbbells,2,1872.54,5,3557.83,2286.81,1271.02,Debit Card,CUST2654
ORD100117,2025-04-29,East,Electronics,Headphones,10,33925.11,15,288363.44,194153.77,94209.67,UPI,CUST1125
ORD100118,2025-06-20,West,Beauty,Lipstick,1,1470.27,5,1396.76,939.17,457.59,COD,CUST1232
ORD100119,2024-04-18,Central,Beauty,Perfume,2,484.64,5,920.82,675.31,245.51,COD,CUST3472
ORD100120,2025-09-04,East,Apparel,T-Shirt,6,3613.64,10,19513.66,13249.52,6264.14,Debit Card,CUST3362
ORD100121,2025-01-11,North,Sports,Dumbbells,1,179.01,0,179.01,114.81,64.2,UPI,CUST3397
ORD100122,2025-08-29,South,Home & Kitchen,Cookware Set,8,3602.55,0,28820.4,19630.38,9190.02,UPI,CUST2063
ORD100123,2024-08-16,South,Electronics,Smartphone,4,59835.88,20,191474.82,166104.31,25370.51,COD,CUST1074
ORD100124,2024-01-04,West,Sports,Cricket Bat,6,3904.01,5,22252.86,17116.52,5136.34,COD,CUST2464
ORD100125,2024-07-12,West,Sports,Yoga Mat,11,2350.71,0,25857.81,19196.15,6661.66,COD,CUST3373
ORD100126,2025-02-13,South,Beauty,Perfume,6,2887.17,0,17323.02,12716.17,4606.85,Credit Card,CUST3187
ORD100127,2025-07-12,South,Electronics,Smartwatch,1,36715.08,0,36715.08,25528.35,11186.73,UPI,CUST1138
ORD100128,2025-05-25,North,Sports,Football,4,1384.47,10,4984.09,3557.02,1427.07,Debit Card,CUST3039
ORD100129,2024-01-10,West,Apparel,T-Shirt,5,393.99,25,1477.46,1242.23,235.23,UPI,CUST2619
ORD100130,2024-11-16,West,Beauty,Lipstick,5,160.44,0,802.2,536.1,266.1,Debit Card,CUST3038
ORD100131,2025-02-22,Central,Sports,Football,1,3425.3,10,3082.77,2233.74,849.03,COD,CUST2908
ORD100132,2025-01-10,West,Apparel,Sneakers,11,3762.61,0,41388.71,23451.84,17936.87,Net Banking,CUST2319
ORD100133,2024-11-15,Central,Apparel,Jacket,6,335.16,15,1709.32,1522.27,187.05,COD,CUST2252
ORD100134,2024-09-26,West,Apparel,Jacket,3,782.42,15,1995.17,1681.34,313.83,Credit Card,CUST1131
ORD100135,2025-08-23,East,Home & Kitchen,Cookware Set,10,1660.91,15,14117.74,10958.41,3159.33,Net Banking,CUST3469
ORD100136,2024-01-23,South,Home & Kitchen,Mixer Grinder,1,1044.02,20,835.22,674.41,160.81,UPI,CUST2997
ORD100137,2025-09-07,South,Apparel,Sneakers,8,2553.32,0,20426.56,16033.99,4392.57,UPI,CUST3438
ORD100138,2024-06-27,West,Electronics,Smartwatch,8,41684.31,0,333474.48,256661.06,76813.42,Net Banking,CUST2312
ORD100139,2025-04-22,West,Sports,Football,7,2356.63,25,12372.31,12176.01,196.3,Credit Card,CUST1950
ORD100140,2024-10-15,West,Apparel,Sneakers,4,2344.08,15,7969.87,7212.18,757.69,Debit Card,CUST2141
ORD100141,2024-06-07,West,Electronics,Tablet,4,27528.61,10,99103.0,74390.24,24712.76,COD,CUST3094
ORD100142,2024-11-19,East,Electronics,Headphones,2,929.74,10,1673.53,1285.6,387.93,COD,CUST1793
ORD100143,2024-10-09,West,Beauty,Perfume,5,3333.18,25,12499.42,10593.36,1906.06,UPI,CUST1711
ORD100144,2024-01-23,West,Home & Kitchen,Bedsheet Set,10,3797.04,0,37970.4,26448.57,11521.83,Credit Card,CUST1984
ORD100145,2025-09-14,West,Beauty,Lipstick,8,3507.68,20,22449.15,19398.4,3050.75,UPI,CUST2347
ORD100146,2024-05-12,Central,Beauty,Perfume,8,238.64,10,1718.21,1418.12,300.09,Debit Card,CUST2928
ORD100147,2024-02-20,Central,Electronics,Smartwatch,8,50458.29,20,322933.06,234410.12,88522.94,Debit Card,CUST2636
ORD100148,2025-02-08,West,Electronics,Smartphone,10,50366.11,0,503661.1,392961.66,110699.44,UPI,CUST2854
ORD100149,2025-07-20,North,Beauty,Perfume,3,2426.41,5,6915.27,4103.23,2812.04,Net Banking,CUST1201
ORD100150,2025-03-11,South,Beauty,Lipstick,9,167.83,0,1510.47,981.11,529.36,COD,CUST1536
ORD100151,2025-08-24,West,Home & Kitchen,Air Fryer,11,3703.4,5,38700.53,27302.58,11397.95,Net Banking,CUST3394
ORD100152,2025-06-12,North,Beauty,Lipstick,11,276.46,20,2432.85,1861.3,571.55,COD,CUST1024
ORD100153,2024-06-28,North,Electronics,Tablet,6,2225.97,0,13355.82,9951.74,3404.08,Net Banking,CUST2002
ORD100154,2025-10-23,North,Apparel,T-Shirt,10,200.41,10,1803.69,1191.46,612.23,Credit Card,CUST2107
ORD100155,2024-12-26,North,Apparel,Jeans,1,2295.63,15,1951.29,1569.68,381.61,Debit Card,CUST2383
ORD100156,2025-07-14,South,Apparel,Jeans,7,2442.23,0,17095.61,12607.84,4487.77,COD,CUST1951
ORD100157,2025-12-23,South,Electronics,Tablet,1,2385.67,5,2266.39,1649.0,617.39,COD,CUST3065
ORD100158,2025-08-12,South,Home & Kitchen,Air Fryer,3,1895.16,5,5401.21,3753.5,1647.71,Debit Card,CUST3161
ORD100159,2024-08-09,South,Sports,Cricket Bat,6,3096.62,0,18579.72,11771.94,6807.78,Net Banking,CUST1054
ORD100160,2025-10-04,North,Electronics,Tablet,10,16390.53,10,147514.77,106896.34,40618.43,Net Banking,CUST3134
ORD100161,2024-02-24,West,Sports,Football,2,3487.93,5,6627.07,4798.91,1828.16,UPI,CUST2858
ORD100162,2025-03-18,South,Electronics,Tablet,8,6425.69,15,43694.69,30567.58,13127.11,Credit Card,CUST2287
ORD100163,2025-02-21,Central,Home & Kitchen,Mixer Grinder,3,1086.21,10,2932.77,2489.35,443.42,Credit Card,CUST1451
ORD100164,2025-05-14,East,Home & Kitchen,Bedsheet Set,5,693.17,5,3292.56,2186.94,1105.62,Credit Card,CUST3001
ORD100165,2024-01-07,North,Sports,Dumbbells,10,479.21,0,4792.1,2667.44,2124.66,COD,CUST1914
ORD100166,2025-07-01,West,Beauty,Face Wash,2,3586.79,15,6097.54,4558.48,1539.06,Net Banking,CUST1745
ORD100167,2025-01-20,West,Beauty,Perfume,3,2422.64,0,7267.92,5131.42,2136.5,UPI,CUST1933
ORD100168,2024-09-12,Central,Sports,Dumbbells,9,1829.09,0,16461.81,12957.31,3504.5,Debit Card,CUST2387
ORD100169,2024-10-06,West,Beauty,Hair Serum,1,3493.6,5,3318.92,2702.78,616.14,Debit Card,CUST1127
ORD100170,2025-12-21,South,Home & Kitchen,Air Fryer,2,236.51,0,473.02,324.21,148.81,Credit Card,CUST1236
ORD100171,2024-10-07,South,Home & Kitchen,Bedsheet Set,7,989.39,10,6233.16,4539.3,1693.86,COD,CUST1441
ORD100172,2024-01-29,East,Sports,Football,2,1198.38,0,2396.76,1866.06,530.7,Credit Card,CUST3089
ORD100173,2024-12-21,South,Beauty,Lipstick,9,1205.11,10,9761.39,7731.62,2029.77,COD,CUST2401
ORD100174,2025-08-10,East,Apparel,Jacket,7,560.33,0,3922.31,2415.83,1506.48,Net Banking,CUST1645
ORD100175,2024-06-16,Central,Home & Kitchen,Air Fryer,2,2461.99,10,4431.58,2924.07,1507.51,Credit Card,CUST2708
ORD100176,2025-02-04,North,Sports,Yoga Mat,10,1706.87,15,14508.39,11188.69,3319.7,UPI,CUST1129
ORD100177,2024-12-28,Central,Beauty,Hair Serum,1,468.77,10,421.89,286.58,135.31,UPI,CUST1148
ORD100178,2024-10-22,West,Beauty,Hair Serum,11,1519.34,10,15041.47,10433.44,4608.03,Credit Card,CUST2250
ORD100179,2024-11-05,South,Electronics,Headphones,2,23919.63,25,35879.44,27926.18,7953.26,COD,CUST2312
ORD100180,2025-07-01,Central,Apparel,Jacket,4,773.75,15,2630.75,2357.16,273.59,Net Banking,CUST1364
ORD100181,2025-04-26,West,Beauty,Lipstick,9,3118.01,0,28062.09,15961.28,12100.81,Debit Card,CUST2040
ORD100182,2025-10-02,West,Home & Kitchen,Air Fryer,9,2863.96,10,23198.08,17138.75,6059.33,Net Banking,CUST1130
ORD100183,2025-05-12,South,Home & Kitchen,Air Fryer,5,159.01,25,596.29,438.32,157.97,Credit Card,CUST3322
ORD100184,2025-09-04,North,Apparel,Jacket,11,3681.66,0,40498.26,31894.78,8603.48,Debit Card,CUST2520
ORD100185,2024-01-12,South,Apparel,Jeans,8,3069.81,10,22102.63,18167.36,3935.27,COD,CUST2508
ORD100186,2025-01-08,North,Home & Kitchen,Air Fryer,6,3925.22,20,18841.06,16760.68,2080.38,UPI,CUST1488
ORD100187,2025-06-21,East,Home & Kitchen,Cookware Set,10,2414.82,25,18111.15,16636.94,1474.21,UPI,CUST1249
ORD100188,2025-01-25,Central,Home & Kitchen,Mixer Grinder,5,2964.44,0,14822.2,8579.39,6242.81,UPI,CUST1826
ORD100189,2025-12-27,North,Home & Kitchen,Mixer Grinder,2,3018.5,0,6037.0,4007.28,2029.72,Debit Card,CUST2466
ORD100190,2025-05-04,West,Home & Kitchen,Cookware Set,7,292.48,10,1842.62,1243.78,598.84,Credit Card,CUST3235
ORD100191,2024-04-07,East,Electronics,Tablet,3,41838.07,0,125514.21,91774.95,33739.26,COD,CUST1363
ORD100192,2024-02-08,East,Beauty,Hair Serum,8,2227.04,15,15143.87,11218.73,3925.14,UPI,CUST1015
ORD100193,2025-05-07,West,Electronics,Headphones,10,52624.59,5,499933.6,350209.13,149724.47,Credit Card,CUST1545
ORD100194,2025-02-17,West,Electronics,Smartwatch,11,52507.16,5,548699.82,453264.71,95435.11,Credit Card,CUST2914
ORD100195,2024-02-08,South,Sports,Cricket Bat,4,352.83,0,1411.32,789.49,621.83,UPI,CUST1747
ORD100196,2025-11-27,North,Sports,Dumbbells,8,1195.99,5,9089.52,5481.7,3607.82,UPI,CUST1339
ORD100197,2025-01-23,West,Electronics,Tablet,1,14478.87,0,14478.87,9247.01,5231.86,Debit Card,CUST3033
ORD100198,2024-11-19,Central,Sports,Yoga Mat,2,1049.39,0,2098.78,1163.71,935.07,COD,CUST2998
ORD100199,2025-08-07,East,Beauty,Hair Serum,1,1657.78,0,1657.78,1308.16,349.62,Debit Card,CUST2828
ORD100200,2024-03-01,Central,Beauty,Lipstick,5,494.23,5,2347.59,1902.24,445.35,Debit Card,CUST2325
ORD100201,2024-12-09,North,Electronics,Tablet,11,54242.69,25,447502.19,439052.28,8449.91,UPI,CUST1771
ORD100202,2025-07-24,North,Apparel,Jacket,8,3779.52,10,27212.54,21223.79,5988.75,UPI,CUST2389
ORD100203,2024-11-25,Central,Apparel,Jeans,11,829.63,0,9125.93,5444.62,3681.31,Credit Card,CUST3306
ORD100204,2025-05-31,West,Apparel,T-Shirt,5,2574.65,0,12873.25,8748.21,4125.04,COD,CUST2043
ORD100205,2025-07-26,East,Sports,Football,11,1675.53,15,15666.21,13344.02,2322.19,Credit Card,CUST3263
ORD100206,2024-01-03,East,Apparel,Jacket,3,1014.1,0,3042.3,2081.67,960.63,COD,CUST3376
ORD100207,2025-08-02,East,Electronics,Laptop,5,5670.91,20,22683.64,17477.74,5205.9,Debit Card,CUST1987
ORD100208,2025-06-24,North,Apparel,Sneakers,9,320.85,15,2454.5,1613.78,840.72,Debit Card,CUST2486
ORD100209,2024-02-09,East,Apparel,Jeans,9,2270.8,0,20437.2,13327.37,7109.83,UPI,CUST1974
ORD100210,2024-02-07,South,Electronics,Smartphone,8,41803.71,0,334429.68,228465.85,105963.83,Net Banking,CUST1036
ORD100211,2024-11-11,West,Sports,Dumbbells,5,3967.18,0,19835.9,15288.06,4547.84,Credit Card,CUST1317
ORD100212,2024-12-14,West,Beauty,Lipstick,3,3325.02,0,9975.06,7177.1,2797.96,Net Banking,CUST2996
ORD100213,2024-10-15,West,Sports,Football,6,2156.85,15,10999.93,7911.17,3088.76,Credit Card,CUST2704
ORD100214,2024-12-28,West,Sports,Cricket Bat,9,3730.85,0,33577.65,24335.32,9242.33,Net Banking,CUST1699
ORD100215,2024-01-07,North,Sports,Dumbbells,5,3541.35,20,14165.4,9868.18,4297.22,Credit Card,CUST1425
ORD100216,2025-01-28,Central,Apparel,Kurta,11,1030.21,20,9065.85,6235.94,2829.91,Credit Card,CUST1588
ORD100217,2025-06-07,South,Home & Kitchen,Mixer Grinder,7,893.56,0,6254.92,3950.66,2304.26,COD,CUST2256
ORD100218,2024-01-17,East,Sports,Football,8,1150.24,10,8281.73,6303.28,1978.45,UPI,CUST1674
ORD100219,2024-11-21,West,Sports,Football,3,3079.96,5,8777.89,7306.42,1471.47,Credit Card,CUST2435
ORD100220,2025-07-25,West,Beauty,Lipstick,5,544.66,20,2178.64,1966.14,212.5,Net Banking,CUST2265
ORD100221,2024-11-19,South,Home & Kitchen,Mixer Grinder,11,790.55,15,7391.64,6323.27,1068.37,Net Banking,CUST1885
ORD100222,2025-12-05,East,Beauty,Hair Serum,6,2540.52,0,15243.12,11704.95,3538.17,COD,CUST1703
ORD100223,2025-11-17,West,Sports,Cricket Bat,4,2643.16,10,9515.38,6828.9,2686.48,Credit Card,CUST1028
ORD100224,2024-02-02,East,Home & Kitchen,Air Fryer,6,1581.56,15,8065.96,5818.18,2247.78,Credit Card,CUST3006
ORD100225,2025-06-21,Central,Beauty,Face Wash,2,1203.46,25,1805.19,1580.25,224.94,COD,CUST3444
ORD100226,2025-05-03,South,Beauty,Face Wash,7,2179.04,15,12965.29,9527.1,3438.19,Debit Card,CUST2823
